,sales
469878,26494.988
344442,327.30405
615088,25782.838
519041,24807.324
212603,25782.838
347704,327.30405
161410,25782.838
649792,26494.988
298237,25782.838
125202,26494.988
216844,27.041248
531494,26494.988
525294,327.30405
204246,26494.988
663891,25782.838
576419,25782.838
102802,25782.838
339370,25519.475
613986,25782.838
656845,24807.324
379997,26494.988
106100,25782.838
359472,26494.988
514514,327.30405
698679,26494.988
605482,26494.988
474458,25782.838
106895,25782.838
531969,26494.988
25588,327.30405
70774,327.30405
108005,25782.838
187665,25782.838
137375,25782.838
516094,26494.988
254616,26494.988
436083,26494.988
259712,25519.475
554917,327.30405
94190,26494.988
561139,327.30405
298213,327.30405
453142,26494.988
183146,25782.838
638533,25782.838
517829,25782.838
548165,25519.475
503187,25782.838
266641,25782.838
33754,25782.838
680566,26494.988
208252,25782.838
660280,25782.838
610407,26494.988
75165,544.04193
249537,26494.988
258376,327.30405
311013,26494.988
403178,26494.988
616674,327.30405
376956,327.30405
21295,327.30405
551045,25782.838
567739,26494.988
467520,24807.324
156999,26494.988
393153,25782.838
510465,25782.838
94910,26494.988
485735,25782.838
148869,26494.988
148444,24807.324
468531,25782.838
364085,25782.838
578685,25782.838
123839,24807.324
137992,26494.988
58266,25519.475
276341,26494.988
143934,25782.838
231984,327.30405
458936,25782.838
22872,26494.988
208182,25782.838
475730,26494.988
652851,26494.988
469862,327.30405
153948,327.30405
483421,24807.324
234114,26494.988
605118,26494.988
4436,26494.988
313689,26494.988
39731,327.30405
354300,26494.988
354765,327.30405
668100,25782.838
493569,24807.324
430941,25782.838
677119,25782.838
711828,544.04193
115360,25782.838
336826,327.30405
104966,327.30405
696823,26494.988
204039,25782.838
411300,25782.838
71060,25782.838
391534,25782.838
61856,25782.838
664457,327.30405
693693,26494.988
582385,25782.838
647284,327.30405
464130,25782.838
541783,327.30405
524921,327.30405
198061,25782.838
270446,25782.838
628966,26494.988
652759,25782.838
264117,26494.988
80141,327.30405
506751,25782.838
695856,26494.988
593507,26494.988
83045,25782.838
581010,24807.324
379568,25782.838
311840,25782.838
430070,327.30405
594541,25782.838
87307,26494.988
621807,24807.324
553698,327.30405
239476,26494.988
293233,327.30405
221892,25782.838
223750,24807.324
70238,25782.838
87546,26494.988
489530,26494.988
695905,26494.988
592528,25782.838
291271,26494.988
605885,25782.838
140060,25519.475
249372,327.30405
110402,25782.838
415723,327.30405
269389,194.49442
389736,327.30405
621676,321.71573
165137,25782.838
406106,26494.988
414408,327.30405
228535,25782.838
171004,24807.324
478955,26494.988
387111,25782.838
640845,24807.324
102478,26494.988
487059,25519.475
357685,24807.324
507193,24807.324
371265,327.30405
666086,24807.324
17105,25782.838
168904,25782.838
310561,25519.475
701296,26494.988
79634,26494.988
550518,25782.838
37047,25782.838
297829,26494.988
152920,25782.838
113245,25782.838
298209,24807.324
652862,25782.838
504251,25782.838
234882,24807.324
98837,25782.838
692591,25782.838
218086,25782.838
372413,26494.988
206206,26494.988
223827,327.30405
689466,25519.475
143349,26494.988
164853,25782.838
263524,25519.475
329719,24807.324
93889,25782.838
552426,25519.475
93841,26494.988
460651,26494.988
691416,24807.324
136583,24807.324
362774,26494.988
21426,25782.838
145608,25782.838
257842,26494.988
587413,25782.838
622500,26494.988
511284,26494.988
539821,26494.988
219569,25782.838
414947,26494.988
328255,25782.838
63185,25782.838
30829,25782.838
294992,25519.475
436698,26494.988
702231,327.30405
669357,327.30405
315010,25782.838
493513,26494.988
277336,25782.838
410791,25782.838
50687,25782.838
632411,26494.988
347254,25782.838
438097,25519.475
690371,26494.988
503505,25782.838
388799,26494.988
656303,25782.838
238146,25782.838
645137,26494.988
126556,327.30405
388443,24807.324
538247,25782.838
47111,25782.838
395101,25782.838
664588,24807.324
388169,26494.988
452494,25782.838
653812,26494.988
234841,25782.838
405828,25782.838
219538,25782.838
622328,26494.988
668068,25519.475
629059,24807.324
319914,25782.838
538758,25782.838
659024,25519.475
646848,25782.838
695327,26494.988
50970,25782.838
68002,25519.475
70998,25782.838
264702,25782.838
554976,26494.988
672797,25782.838
658798,24807.324
571836,25782.838
173929,327.30405
667176,327.30405
176416,24807.324
91870,26494.988
618592,25782.838
205741,26494.988
134828,26494.988
13624,327.30405
452412,25782.838
422659,26494.988
21362,25782.838
252980,327.30405
576780,24807.324
135070,26494.988
632990,25519.475
584425,25782.838
85777,25519.475
565338,26494.988
109927,25782.838
641127,24807.324
366271,26494.988
11124,26494.988
79380,25782.838
395853,26494.988
247720,25782.838
152544,26494.988
321185,327.30405
676313,24807.324
582551,26494.988
621167,26494.988
656437,26494.988
122470,26494.988
586689,25782.838
172821,25782.838
183855,25782.838
105201,24807.324
257270,25782.838
525258,26494.988
378567,26494.988
259635,26494.988
571072,26494.988
264202,25519.475
481212,26494.988
467631,25519.475
394819,26494.988
132971,25782.838
522805,25782.838
58760,327.30405
379186,327.30405
250870,25782.838
520910,25782.838
374024,25782.838
15001,25782.838
277317,327.30405
60949,26494.988
111157,25782.838
520356,327.30405
238831,25782.838
688744,25782.838
674295,25782.838
151183,26494.988
385119,327.30405
502942,25782.838
701844,25782.838
695121,26494.988
150029,25782.838
513446,26494.988
248366,25782.838
51391,24807.324
329468,24807.324
294684,25782.838
457216,26494.988
496941,26494.988
537340,26494.988
489347,25782.838
597218,26494.988
243159,327.30405
19677,25782.838
60676,25782.838
440865,25782.838
663508,24807.324
395006,327.30405
634264,26494.988
320939,24807.324
692573,25782.838
280073,25782.838
531195,25519.475
669448,327.30405
616234,26494.988
538789,25519.475
140379,26494.988
78423,26494.988
33016,25782.838
391218,26494.988
279623,25519.475
541187,327.30405
224232,25782.838
540143,26494.988
122613,25782.838
326023,25782.838
83318,24807.324
233860,24807.324
356168,25782.838
630430,26494.988
644843,26494.988
116886,24807.324
474160,26494.988
29403,27.041248
191399,25782.838
153262,25782.838
199724,25782.838
478487,26494.988
18596,25782.838
314874,327.30405
132253,24807.324
142327,24807.324
474760,26494.988
679349,27.041248
697839,26494.988
100435,26494.988
45640,25782.838
402537,25519.475
528702,26494.988
361812,25782.838
63221,26494.988
648978,25782.838
38943,25782.838
70897,327.30405
152127,26494.988
516568,25782.838
296287,25782.838
291621,24807.324
270885,25782.838
537445,24807.324
65687,26494.988
32293,327.30405
92190,327.30405
629002,25782.838
214757,25782.838
103652,26494.988
579078,26494.988
12219,26494.988
420850,26494.988
479495,26494.988
151652,25782.838
684562,327.30405
197859,26494.988
193156,327.30405
291762,26494.988
343405,24807.324
631007,25519.475
594143,25519.475
273385,327.30405
387929,26494.988
295998,24807.324
477050,26494.988
332998,25782.838
565240,25519.475
163557,25519.475
32868,25519.475
473593,25782.838
178912,26494.988
28131,25782.838
288006,26494.988
287717,327.30405
105526,24807.324
505086,24807.324
59275,26494.988
587741,26494.988
213619,25782.838
569207,25782.838
122159,26494.988
565791,25519.475
687199,25782.838
140353,26494.988
601876,26494.988
81885,26494.988
55983,327.30405
131583,25782.838
535852,26494.988
650344,327.30405
361311,26494.988
175887,25782.838
100764,26494.988
570849,25782.838
477155,327.30405
288300,25519.475
471649,26494.988
284198,25782.838
573712,26494.988
340108,24807.324
295024,26494.988
710249,25782.838
303234,26494.988
70679,26494.988
255747,26494.988
646636,25782.838
707654,25782.838
4898,327.30405
668091,25782.838
28134,26494.988
568692,25782.838
483623,24807.324
342290,25782.838
41506,25782.838
616589,26494.988
2527,25519.475
444058,25782.838
495459,25782.838
168944,327.30405
64193,26494.988
679514,25782.838
297628,327.30405
379117,26494.988
533891,327.30405
675880,26494.988
598696,25519.475
283582,25782.838
120873,26494.988
167334,26494.988
220959,25519.475
32789,327.30405
202605,327.30405
254653,26494.988
181564,25782.838
633079,25782.838
254251,26494.988
243964,25782.838
532079,26494.988
113460,26494.988
413276,26494.988
375808,25782.838
307049,25782.838
707520,26494.988
702817,26494.988
80010,26494.988
423427,25782.838
625194,26494.988
608136,327.30405
364700,26494.988
707556,25782.838
612514,25519.475
125545,27.041248
446907,24807.324
694508,25782.838
76841,26494.988
473393,26494.988
646556,24807.324
362995,26494.988
24007,26494.988
473149,25782.838
500983,24807.324
286502,26494.988
660966,26494.988
431597,25519.475
671092,25782.838
42499,24807.324
315155,25782.838
406835,25782.838
84516,25519.475
359341,327.30405
55719,327.30405
563279,25782.838
573735,26494.988
428585,25782.838
200777,25782.838
592800,25782.838
177261,26494.988
278986,25782.838
422007,26494.988
617358,26494.988
605249,27.041248
424275,544.04193
399465,327.30405
566628,26494.988
640756,26494.988
331844,25782.838
120622,25519.475
92758,25782.838
429737,2556.2905
618823,26494.988
670417,24807.324
401049,26494.988
219849,25519.475
276947,26494.988
46585,25782.838
399785,25782.838
355217,25782.838
98865,327.30405
626795,26494.988
626997,26494.988
604759,25782.838
613544,27.041248
225597,327.30405
402304,26494.988
33999,26494.988
155693,26494.988
630388,327.30405
29979,327.30405
328734,25782.838
632301,327.30405
636699,26494.988
425699,26494.988
135920,25782.838
220803,25782.838
280902,25782.838
523382,26494.988
446412,26494.988
352656,25782.838
451888,25782.838
680808,26494.988
48325,327.30405
584251,327.30405
479670,327.30405
505980,25782.838
157583,321.71573
657959,26494.988
539191,25782.838
363431,26494.988
98669,24807.324
8119,327.30405
557458,26494.988
584885,25782.838
128087,26494.988
693286,25519.475
120489,26494.988
429216,25519.475
492064,327.30405
159719,327.30405
539202,24807.324
33322,26494.988
10940,26494.988
376401,24807.324
322995,25519.475
602977,25782.838
140952,327.30405
64882,327.30405
170181,24807.324
225832,26494.988
196418,26494.988
305086,327.30405
106492,327.30405
310852,24807.324
575540,25782.838
448511,25782.838
209218,26494.988
55726,25782.838
318173,327.30405
487399,26494.988
339778,24807.324
157859,25782.838
414877,25782.838
115220,327.30405
1151,25782.838
207259,327.30405
616162,25782.838
266072,25519.475
91604,25782.838
45241,26494.988
67814,24807.324
640765,26494.988
49366,25782.838
316489,327.30405
232445,26494.988
526128,25782.838
598123,24807.324
188455,26494.988
662263,26494.988
189217,26494.988
688529,26494.988
444729,25782.838
385106,25782.838
542530,26494.988
142227,25782.838
610430,26494.988
194128,25782.838
643398,26494.988
32910,26494.988
597142,25782.838
69838,25519.475
17790,25782.838
422995,25782.838
383024,25782.838
118940,24807.324
147609,25782.838
305635,24807.324
81903,26494.988
265908,24807.324
498787,25782.838
617077,327.30405
24520,25782.838
701972,327.30405
311880,26494.988
488609,26494.988
74297,26494.988
546323,25782.838
48538,25519.475
591571,327.30405
33356,26494.988
202689,194.49442
88100,327.30405
339553,25519.475
168418,26494.988
407751,25782.838
547666,25782.838
183262,327.30405
252300,26494.988
452454,25782.838
710452,25782.838
650052,25782.838
202611,26494.988
211907,26494.988
441478,26494.988
554625,25782.838
208803,25782.838
84577,24807.324
352396,26494.988
400608,327.30405
170195,26494.988
259211,25782.838
397341,26494.988
227593,25782.838
201604,25519.475
359970,327.30405
60254,25782.838
145295,327.30405
58289,25519.475
270836,25782.838
513674,25782.838
472692,26494.988
641952,26494.988
447676,25782.838
201171,25782.838
47439,26494.988
212955,26494.988
455174,25519.475
567882,25782.838
506726,24807.324
308201,25519.475
128921,26494.988
508695,26494.988
582528,25519.475
652866,26494.988
336932,327.30405
30128,26494.988
567508,327.30405
298852,25519.475
49229,25782.838
182544,25519.475
279365,25782.838
427068,25782.838
317556,26494.988
233643,25782.838
293523,25782.838
217802,25519.475
201127,24807.324
472503,26494.988
13253,194.49442
132766,25782.838
148022,26494.988
213132,26494.988
255951,26494.988
3165,25519.475
86147,327.30405
674939,25519.475
124958,26494.988
125124,26494.988
685935,327.30405
393375,25782.838
279675,26494.988
278795,26494.988
632141,25782.838
639954,24807.324
114831,25782.838
148593,26494.988
610384,26494.988
489067,25782.838
701322,26494.988
415244,25782.838
32894,27.041248
49280,327.30405
497178,327.30405
495632,25782.838
478521,26494.988
709500,26494.988
203297,26494.988
538562,25782.838
568358,25782.838
137545,26494.988
124979,26494.988
207166,544.04193
507403,25782.838
305366,25782.838
429615,25782.838
610590,327.30405
96853,327.30405
256678,327.30405
431856,26494.988
327059,25782.838
51743,25782.838
509224,25782.838
122146,26494.988
595939,25519.475
288326,26494.988
332598,26494.988
356366,25782.838
203693,25782.838
66563,327.30405
615094,26494.988
140112,25519.475
364619,26494.988
77365,25782.838
658611,26494.988
243284,24807.324
224063,26494.988
204612,25782.838
481633,25519.475
486926,24807.324
320620,25782.838
563221,25782.838
699154,25782.838
18323,26494.988
164367,25782.838
668585,25782.838
30703,25519.475
199389,26494.988
642652,24807.324
707810,26494.988
76845,25782.838
209768,327.30405
146616,194.49442
682772,25782.838
226214,25519.475
601703,26494.988
386374,25782.838
683043,26494.988
422598,24807.324
477084,26494.988
393550,25519.475
606239,25782.838
436264,27.041248
619455,25782.838
270129,327.30405
619126,25782.838
249170,25782.838
399969,25782.838
396403,327.30405
457707,26494.988
684788,25782.838
155167,26494.988
632299,25782.838
180575,25782.838
52673,327.30405
314279,25782.838
132568,25782.838
658449,26494.988
475076,25782.838
398230,26494.988
16932,26494.988
453726,25782.838
448451,24807.324
268701,26494.988
2539,25519.475
251258,327.30405
199620,26494.988
391397,26494.988
598767,25519.475
566352,24807.324
561701,25782.838
132055,25519.475
673571,26494.988
665445,26494.988
313347,26494.988
464760,25782.838
24033,25782.838
191183,327.30405
374659,26494.988
472291,327.30405
38867,327.30405
383769,25782.838
183381,27.041248
230759,25782.838
107420,24807.324
623534,24807.324
77737,26494.988
268820,26494.988
137166,25782.838
432173,25782.838
576700,25782.838
570561,327.30405
558484,25782.838
324713,26494.988
392502,25519.475
556258,25782.838
707617,26494.988
573272,327.30405
354510,327.30405
309334,25782.838
237709,24807.324
649091,25519.475
605481,26494.988
245234,25782.838
686387,25782.838
141011,25519.475
313221,26494.988
171092,25782.838
433639,26494.988
517144,327.30405
583343,24807.324
623689,26494.988
380612,327.30405
396960,25782.838
576221,26494.988
485811,25782.838
332178,25519.475
370428,25782.838
606701,26494.988
188441,327.30405
682260,25782.838
312333,24807.324
43679,25782.838
464387,25782.838
80876,26494.988
34795,26494.988
154759,26494.988
662994,25782.838
190668,327.30405
636786,327.30405
143079,327.30405
29108,26494.988
638264,25782.838
363896,25782.838
464519,26494.988
211475,25782.838
554062,26494.988
264367,25782.838
322451,25782.838
438785,26494.988
569581,25782.838
654293,327.30405
641691,25782.838
258046,327.30405
590692,26494.988
328167,25782.838
98673,327.30405
567059,26494.988
470850,25782.838
589484,327.30405
246889,25782.838
33712,24807.324
137680,25782.838
134028,26494.988
345697,26494.988
428693,25782.838
64244,327.30405
266383,25782.838
567658,26494.988
476139,327.30405
299843,25519.475
12999,25782.838
512128,26494.988
488283,26494.988
170184,25782.838
95102,25782.838
539104,327.30405
569669,25782.838
180653,25782.838
328716,25782.838
668008,25782.838
561533,25782.838
459068,26494.988
198040,25782.838
633792,26494.988
444307,26494.988
549277,25782.838
493524,25782.838
13917,25782.838
482800,194.49442
347211,26494.988
635949,25782.838
461911,24807.324
613427,26494.988
456939,25782.838
266435,25519.475
540805,25782.838
68206,25782.838
86087,25782.838
411887,26494.988
541932,25782.838
134006,25782.838
458298,327.30405
631648,327.30405
687878,25782.838
656233,26494.988
495608,25782.838
500119,25782.838
246923,26494.988
619085,26494.988
438491,25782.838
354557,194.49442
97710,26494.988
393629,25782.838
201447,26494.988
26310,26494.988
628080,24807.324
535918,26494.988
533731,27.041248
223517,25519.475
600219,327.30405
181086,327.30405
211334,327.30405
316279,24807.324
400819,25782.838
564095,327.30405
564217,25519.475
614670,327.30405
663561,25782.838
491597,25782.838
558041,327.30405
625575,26494.988
469847,26494.988
361471,26494.988
311997,25782.838
602947,25782.838
5009,25782.838
123038,25519.475
360878,25519.475
417346,24807.324
63344,327.30405
395561,26494.988
692801,26494.988
517136,25782.838
318677,26494.988
460931,26494.988
490983,24807.324
363515,24807.324
326828,26494.988
469406,26494.988
219334,26494.988
317062,24807.324
360825,26494.988
495722,25782.838
62867,24807.324
584094,25782.838
52391,25782.838
637889,25782.838
450501,25782.838
257801,25782.838
696313,25782.838
515742,26494.988
292466,25782.838
209795,25519.475
625649,26494.988
94850,26494.988
269792,24807.324
570618,26494.988
635630,25782.838
306402,25519.475
157933,26494.988
12555,327.30405
96617,26494.988
115553,25782.838
275847,25519.475
25569,26494.988
689507,25782.838
61488,24807.324
376815,327.30405
682652,26494.988
452077,25519.475
257039,25782.838
658047,26494.988
297163,25782.838
76909,26494.988
526966,25782.838
461448,25782.838
446243,25782.838
472829,25519.475
688820,26494.988
492762,25519.475
202774,25782.838
680199,327.30405
466922,25782.838
309037,25519.475
223877,26494.988
206777,26494.988
612272,24807.324
327218,25782.838
365896,26494.988
519732,25782.838
4339,26494.988
279182,25519.475
513039,25782.838
481587,25782.838
579705,26494.988
374163,25782.838
77999,25782.838
92811,25782.838
90954,327.30405
635498,25782.838
184425,26494.988
260098,25782.838
63679,327.30405
628002,25782.838
521342,25782.838
313363,25782.838
239263,25782.838
379951,2556.2905
645890,25782.838
134639,25782.838
177487,26494.988
172050,25782.838
259391,327.30405
531587,25782.838
486828,24807.324
478365,25519.475
500852,24807.324
433562,25519.475
137472,25782.838
289178,24807.324
589064,25782.838
65462,25519.475
259387,25782.838
100104,25782.838
611846,25782.838
475895,24807.324
457296,26494.988
660034,25782.838
609969,25782.838
227199,26494.988
254701,24807.324
80658,25782.838
597196,327.30405
87115,26494.988
202439,25782.838
148235,327.30405
508253,327.30405
191454,25519.475
133000,26494.988
135736,25782.838
169052,26494.988
360833,25782.838
378462,25782.838
6540,25519.475
111670,327.30405
424719,26494.988
665160,26494.988
391560,194.49442
652357,25782.838
403333,25782.838
569694,327.30405
599566,26494.988
108553,26494.988
198035,25782.838
150133,25782.838
428515,24807.324
83618,26494.988
602819,25782.838
72840,25782.838
212420,25782.838
228470,25782.838
660338,26494.988
240114,26494.988
505947,25519.475
271441,26494.988
543076,26494.988
605019,327.30405
606314,24807.324
249971,26494.988
396058,26494.988
329171,25519.475
232,26494.988
392010,25782.838
311455,26494.988
686295,24807.324
480409,25519.475
710068,25782.838
286547,26494.988
301143,26494.988
293586,26494.988
373236,26494.988
492695,327.30405
646693,26494.988
248821,26494.988
417596,327.30405
180008,544.04193
616063,26494.988
208961,25782.838
551363,26494.988
402573,25782.838
264045,26494.988
705519,26494.988
625633,25782.838
696937,327.30405
591726,25782.838
550834,24807.324
284956,25782.838
317679,26494.988
578809,25519.475
486129,25782.838
661410,25782.838
160265,544.04193
405427,327.30405
416624,25519.475
676782,25782.838
609821,26494.988
475666,26494.988
86434,26494.988
188789,327.30405
532243,25782.838
631003,26494.988
538666,25782.838
211659,26494.988
541019,25782.838
283468,26494.988
696876,26494.988
316199,26494.988
360373,26494.988
134469,26494.988
38905,327.30405
265593,26494.988
440895,25782.838
37878,25782.838
404005,25782.838
263632,25782.838
173351,26494.988
562543,24807.324
284757,122.22734
378505,27.041248
25536,25782.838
611821,25782.838
433564,26494.988
557296,327.30405
187620,25782.838
484185,26494.988
36747,25782.838
260837,26494.988
627813,24807.324
15593,25782.838
708821,25782.838
325509,122.22734
242540,25519.475
21606,26494.988
663351,25782.838
607323,25782.838
684318,25782.838
114077,25782.838
568158,24807.324
141269,25782.838
458329,25782.838
409326,26494.988
471524,26494.988
684928,25782.838
224736,26494.988
111230,327.30405
468429,25782.838
566649,26494.988
696210,25782.838
62514,26494.988
569794,24807.324
248914,25519.475
473521,26494.988
670601,25782.838
275546,26494.988
576280,327.30405
385195,25782.838
53105,25782.838
416015,26494.988
526932,25782.838
25194,327.30405
262580,25782.838
412819,327.30405
210424,25782.838
123718,327.30405
107360,26494.988
320606,26494.988
487506,25782.838
524988,24807.324
55418,26494.988
573863,327.30405
290534,26494.988
602727,26494.988
287115,25782.838
659765,24807.324
375576,26494.988
373351,24807.324
499647,25782.838
360663,26494.988
441548,25782.838
592474,26494.988
357557,25782.838
484433,25519.475
668706,25782.838
92971,25782.838
270612,25519.475
130873,25519.475
199962,327.30405
498014,26494.988
631595,26494.988
140317,25782.838
520296,25782.838
204054,25782.838
522297,26494.988
654855,26494.988
13979,26494.988
109379,327.30405
120007,194.49442
427826,327.30405
635710,26494.988
108149,24807.324
123305,544.04193
40964,25782.838
38201,26494.988
681204,25519.475
622945,25782.838
410929,26494.988
523301,26494.988
571769,25782.838
97318,26494.988
456330,24807.324
217627,327.30405
545444,26494.988
306318,24807.324
455331,26494.988
551986,24807.324
44340,25782.838
296819,26494.988
302886,327.30405
585209,26494.988
181872,25519.475
135209,321.71573
624303,327.30405
377907,25782.838
635544,26494.988
86883,26494.988
217824,26494.988
79426,25782.838
444867,26494.988
73387,26494.988
288445,25782.838
107272,327.30405
181972,25782.838
498156,25782.838
196780,25782.838
227392,327.30405
156570,25782.838
196749,25519.475
596264,26494.988
486297,25939.52
140037,25782.838
137395,26494.988
523879,25782.838
453640,25782.838
296026,25782.838
253395,327.30405
36938,25782.838
35169,327.30405
372563,26494.988
621338,25782.838
265376,25782.838
51671,327.30405
303254,25519.475
539842,25782.838
532542,25782.838
289207,25782.838
92491,26494.988
82595,24807.324
402768,26494.988
630415,26494.988
353564,327.30405
344575,27.041248
158513,25939.52
479195,327.30405
131976,25782.838
352992,24807.324
159596,25782.838
608508,24807.324
459036,25519.475
431131,327.30405
65454,26494.988
625592,321.71573
106922,26494.988
429150,25782.838
491564,25782.838
316608,25782.838
164704,25782.838
207578,25782.838
209723,327.30405
225296,25782.838
173192,26494.988
253370,26494.988
584550,25782.838
196911,24807.324
449889,26494.988
145315,24807.324
79961,26494.988
354770,327.30405
494567,25782.838
8817,25782.838
89158,26494.988
299445,24807.324
688141,26494.988
18685,25782.838
174453,544.04193
436793,25519.475
539663,25782.838
461740,25519.475
435062,24807.324
39992,327.30405
556612,25519.475
528742,26494.988
180501,26494.988
647439,327.30405
626281,25782.838
646504,25782.838
123861,25782.838
393272,327.30405
311911,194.49442
222903,26494.988
273496,25782.838
235074,25782.838
44731,25782.838
113585,25782.838
562364,25782.838
372756,26494.988
466150,25782.838
591634,26494.988
485743,25519.475
200140,26494.988
343192,25782.838
575190,25782.838
49153,25782.838
350339,27.041248
345281,26494.988
430312,25782.838
476103,327.30405
487599,25782.838
391441,25519.475
56776,25782.838
372877,26494.988
260033,327.30405
364789,26494.988
688410,25519.475
414103,25782.838
235141,25782.838
472614,26494.988
663970,26494.988
191192,26494.988
316445,24807.324
108277,26494.988
458932,26494.988
317289,25519.475
80970,25782.838
412835,26494.988
614283,25782.838
153269,26494.988
704882,25782.838
428619,327.30405
122172,25782.838
372613,25782.838
120536,25782.838
688168,25782.838
430448,25519.475
310200,25782.838
560300,26494.988
236812,25782.838
481821,26494.988
234794,25782.838
189456,26494.988
464205,26494.988
197705,327.30405
300541,25782.838
371245,25782.838
19081,327.30405
115417,24807.324
295487,25519.475
626086,25519.475
555236,25782.838
298153,24807.324
509864,122.22734
702784,25782.838
99487,327.30405
482974,26494.988
405820,25782.838
55519,25782.838
447913,24807.324
537265,25519.475
583592,327.30405
686301,327.30405
575257,327.30405
660310,26494.988
177086,25782.838
389858,25782.838
514242,24807.324
679860,25519.475
55591,25782.838
84666,25782.838
44840,25782.838
143067,26494.988
369709,25782.838
199496,26494.988
300117,26494.988
415067,25782.838
625097,26494.988
189446,26494.988
468207,26494.988
559241,26494.988
589869,26494.988
374570,25782.838
676714,327.30405
456220,26494.988
539719,26494.988
39379,24807.324
301852,327.30405
590274,25782.838
399853,25782.838
281169,327.30405
300524,26494.988
624593,327.30405
472753,25782.838
617211,327.30405
449054,26494.988
178460,25782.838
211408,26494.988
450805,327.30405
121108,25519.475
418227,24807.324
674106,26494.988
545439,25782.838
46522,25782.838
514992,26494.988
152274,25782.838
51467,25782.838
39651,25782.838
556075,25782.838
146243,26494.988
548407,25782.838
21244,25782.838
648715,25519.475
296275,26494.988
652413,25782.838
683183,25782.838
579938,327.30405
330149,25782.838
520661,25519.475
43005,25782.838
543406,327.30405
182740,25519.475
656470,25782.838
578724,25519.475
355687,26494.988
519747,26494.988
623846,26494.988
286956,26494.988
423586,25782.838
53189,25782.838
39228,25782.838
16309,25782.838
295583,26494.988
300713,25782.838
106137,25519.475
279928,26494.988
562482,24807.324
515468,25782.838
514760,24807.324
565012,26494.988
486705,327.30405
200942,27.041248
460444,327.30405
286150,327.30405
37796,25782.838
488700,25782.838
486296,26494.988
140243,26494.988
283744,25782.838
386763,25782.838
54909,25782.838
477820,25782.838
181661,25782.838
208928,25782.838
691266,25782.838
403919,25519.475
399385,25782.838
364605,327.30405
525636,26494.988
702738,327.30405
31582,25782.838
517032,26494.988
613953,25782.838
296711,25782.838
183566,25519.475
509499,25782.838
315699,25519.475
429300,26494.988
339819,25782.838
567791,327.30405
523942,26494.988
373676,24807.324
20083,26494.988
82242,25519.475
405644,26494.988
625894,25782.838
528559,24807.324
533867,25782.838
611606,25519.475
256060,24807.324
521058,26494.988
268737,26494.988
249892,24807.324
135778,25519.475
534397,25782.838
221395,327.30405
586714,26494.988
44943,24807.324
144841,25782.838
276848,26494.988
146854,26494.988
272726,25782.838
613684,25782.838
486455,25519.475
462519,26494.988
589108,25782.838
256853,26494.988
497025,194.49442
328720,25519.475
268300,25782.838
159624,25782.838
17339,26494.988
264560,25782.838
521704,25782.838
603372,24807.324
459060,24807.324
82450,25782.838
119137,327.30405
700535,25782.838
227882,25782.838
698640,25782.838
145196,25782.838
22112,25782.838
102536,25519.475
347010,26494.988
118377,25782.838
633197,26494.988
325236,25782.838
331825,26494.988
556346,26494.988
292520,24807.324
263176,25782.838
337515,26494.988
394746,24807.324
586497,26494.988
507123,24807.324
516756,24807.324
427465,24807.324
251527,26494.988
80365,25519.475
281442,327.30405
262022,24807.324
446560,26494.988
68272,27.041248
499416,25782.838
270928,25782.838
400409,327.30405
172956,25782.838
154383,26494.988
145034,327.30405
227208,25519.475
651287,26494.988
335754,24807.324
71518,25519.475
118628,25782.838
13996,27.041248
669896,25782.838
483886,25782.838
380450,25782.838
659464,26494.988
579851,26494.988
500977,194.49442
26111,25782.838
702014,25782.838
293511,24807.324
64831,25782.838
415869,26494.988
586443,26494.988
401205,25782.838
77747,26494.988
651032,327.30405
61745,26494.988
74591,25782.838
213823,26494.988
234080,26494.988
47396,26494.988
584810,25519.475
686344,26494.988
98109,25782.838
138324,25782.838
358809,26494.988
126466,25782.838
228512,24807.324
440613,24807.324
26070,26494.988
700852,25782.838
427986,25782.838
2204,26494.988
386393,25782.838
281669,25782.838
418006,24807.324
311648,24807.324
452308,26494.988
34808,25519.475
516709,26494.988
628340,25782.838
176526,25782.838
321165,25782.838
48326,26494.988
347101,26494.988
102562,26494.988
585405,25519.475
150444,26494.988
660035,327.30405
81944,25519.475
474413,24807.324
555052,25782.838
565381,24807.324
216307,24807.324
692586,25782.838
420054,25782.838
95175,25782.838
44194,327.30405
615812,327.30405
75996,25782.838
441502,327.30405
548818,25782.838
157805,327.30405
636567,25782.838
645112,26494.988
165731,27.041248
445819,25519.475
206928,24807.324
431762,194.49442
564519,25782.838
46941,327.30405
526161,25782.838
643703,26494.988
594622,26494.988
434826,26494.988
566993,25782.838
149730,26494.988
668493,327.30405
449698,26494.988
583753,25782.838
695519,26494.988
670018,327.30405
531135,26494.988
660835,25782.838
375281,26494.988
260789,25782.838
555134,26494.988
236022,25782.838
316164,25782.838
368051,25782.838
331561,25519.475
154177,24807.324
563488,327.30405
486260,25782.838
606724,25782.838
30335,26494.988
89569,25782.838
500130,327.30405
382069,25782.838
11037,26494.988
670421,25782.838
583078,25782.838
24154,25782.838
643317,25519.475
314850,25782.838
522315,25519.475
137734,327.30405
467053,25782.838
74559,25782.838
230354,26494.988
134291,25782.838
25173,25782.838
397256,25782.838
509264,24807.324
182573,24807.324
623284,24807.324
676568,25782.838
121255,25782.838
420115,25519.475
348509,26494.988
435273,26494.988
571394,24807.324
